,movie,year,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross
5544,Bandslam,2009,6.3,66.0,13577,2,Comedy,Drama,Family,Aly Michalka,Vanessa Hudgens,Gaelan Connell,0,0.0,0.0,111.0,20000000.0,12225023.0
5545,Post Grad,2009,5.3,35.0,13510,3,Comedy,Romance,,Alexis Bledel,Michael Keaton,Carol Burnett,0,0.0,0.0,88.0,15000000.0,6414729.0
5546,The Killing Room,2009,5.7,7.8,13459,1,Mystery,Thriller,,Nick Cannon,Clea DuVall,Timothy Hutton,0,0.0,2.0,93.0,,467220.0
5547,Imagine That,2009,5.6,54.0,13380,2,Comedy,Drama,Family,Eddie Murphy,Thomas Haden Church,Yara Shahidi,0,1.0,2.0,104.13054509110479,55000000.0,22985194.0
5548,Bitch Slap,2009,4.4,19.0,13292,1,Action,Comedy,Crime,Julia Voth,Erin Cummings,America Olivo,0,0.0,0.0,109.0,,439587.0
5549,The Slammin' Salmon,2009,6.4,40.0,13044,1,Comedy,,,Michael Clarke Duncan,Jay Chandrasekhar,Kevin Heffernan,0,0.0,0.0,104.13054509110479,,60421.0
5550,S. Darko,2009,3.6,7.8,13020,1,Drama,Mystery,Sci-Fi,Daveigh Chase,Briana Evigan,James Lafferty,0,0.0,0.0,103.0,4000000.0,1079949.0
5551,The Private Lives of Pippa Lee,2009,6.4,49.0,12760,1,Comedy,Drama,Romance,Robin Wright,Alan Arkin,Mike Binder,0,1.0,4.0,98.0,,2860973.0
5552,Dead Like Me: Life After Death,2009,6.1,7.8,12671,1,Comedy,Drama,Fantasy,Ellen Muth,Callum Blue,Sarah Wynter,0,0.0,0.0,87.0,5000000.0,
5553,Cabin Fever 2: Spring Fever,2009,4.3,7.8,12594,1,Horror,,,Rider Strong,Noah Segan,Alexi Wasser,0,0.0,0.0,86.0,10000000.0,
5554,Tetro,2009,6.8,65.0,12325,1,Drama,,,Vincent Gallo,Alden Ehrenreich,Maribel Verdú,0,1.0,5.0,127.0,5000000.0,2874474.0
5555,Stan Helsing,2009,3.6,7.8,12229,1,Comedy,Horror,,Steve Howey,Diora Baird,Kenan Thompson,0,0.0,1.0,108.0,,1475003.0
5556,TiMER,2009,6.5,7.8,12221,1,Comedy,Drama,Romance,Emma Caulfield Ford,Scott Holroyd,Kali Rocha,0,1.0,1.0,104.13054509110479,,46378.0
5557,Beyond a Reasonable Doubt,2009,5.9,35.0,12047,3,Crime,Drama,Mystery,Jesse Metcalfe,Amber Tamblyn,Michael Douglas,0,0.0,0.0,106.0,25000000.0,4515258.0
5558,Five Minutes of Heaven,2009,6.6,62.0,12033,1,Drama,Thriller,,Liam Neeson,James Nesbitt,Anamaria Marinca,0,8.0,10.0,89.0,,364355.0
5559,Desert Flower,2009,7.4,54.0,12030,1,Biography,Drama,,Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa Saïd Darar,0,3.0,2.0,120.0,,14682943.0
5560,Ninja,2009,5.5,7.8,11970,1,Action,Thriller,,Scott Adkins,Tsuyoshi Ihara,Mika Hijii,0,0.0,0.0,86.0,10000000.0,194243.0
5561,Veronika Decides to Die,2009,6.4,7.8,11936,1,Drama,Romance,,Sarah Michelle Gellar,Jonathan Tucker,Erika Christensen,0,0.0,0.0,103.0,9000000.0,1709178.0
5562,Amelia,2009,5.8,37.0,11769,2,Adventure,Biography,Drama,Hilary Swank,Richard Gere,Ewan McGregor,0,3.0,4.0,111.0,40000000.0,19643086.0
5563,Goal! III,2009,3.2,7.8,11674,3,Action,Adventure,Drama,JJ Feild,Leo Gregory,Kuno Becker,0,0.0,0.0,96.0,10000000.0,7641.0
5564,Dance Flick,2009,3.5,40.0,11538,3,Action,Comedy,Music,Marlon Wayans,Shawn Wayans,Shoshana Bush,0,0.0,0.0,88.0,25000000.0,31439140.0
5565,Mother and Child,2009,7.2,64.0,11370,1,Drama,Romance,,Naomi Watts,Annette Bening,Kerry Washington,0,4.0,12.0,125.0,7000000.0,5621971.0
5566,Shinjuku Incident,2009,7.0,63.0,11317,1,Action,Crime,Drama,Jackie Chan,Naoto Takenaka,Daniel Wu,0,1.0,6.0,119.0,15000000.0,5461200.0
5567,Hulk Vs.,2009,7.0,7.8,11260,3,Animation,Action,Adventure,Fred Tatasciore,Matthew Wolf,Graham McTavish,0,0.0,0.0,82.0,,
5568,Blood Creek,2009,5.3,7.8,11260,1,Horror,,,Henry Cavill,Dominic Purcell,Emma Booth,0,0.0,0.0,90.0,,211398.0
5569,The Thaw,2009,5.2,7.8,11190,1,Horror,Sci-Fi,,Val Kilmer,Martha MacIsaac,Kyle Schmid,0,1.0,13.0,104.13054509110479,,149857.0
5570,Madea Goes to Jail,2009,4.4,50.0,11185,3,Comedy,Crime,Drama,Tyler Perry,Keshia Knight Pulliam,Derek Luke,0,1.0,4.0,103.0,,90508336.0
5571,Road Trip: Beer Pong,2009,4.9,7.8,11160,1,Comedy,,,DJ Qualls,Mary Cobb,Rhoda Griffis,0,0.0,0.0,95.0,7500000.0,
5572,Lebanon,2009,6.9,85.0,10867,1,Drama,War,,Yoav Donat,Itay Tiran,Oshri Cohen,0,17.0,15.0,93.0,,1286008.0
5573,Gentlemen Broncos,2009,6.2,28.0,10701,3,Adventure,Comedy,Sci-Fi,Michael Angarano,Jemaine Clement,Mike White,0,0.0,2.0,89.0,10000000.0,118492.0
5574,Labor Pains,2009,4.8,7.8,10605,3,Comedy,Romance,,Lindsay Lohan,Luke Kirby,Chris Parnell,0,0.0,0.0,104.13054509110479,10000000.0,1895782.0
5575,The Revenant,2009,6.3,57.0,10476,1,Comedy,Fantasy,Horror,David Anders,Chris Wylde,Louise Griffiths,0,8.0,3.0,117.0,,
5576,Chéri,2009,6.2,63.0,10443,1,Comedy,Drama,Romance,Michelle Pfeiffer,Rupert Friend,Kathy Bates,0,3.0,2.0,100.0,23000000.0,9368242.0
5577,Mega Shark vs. Giant Octopus,2009,2.5,7.8,10321,1,Action,Adventure,Comedy,Lorenzo Lamas,Debbie Gibson,Vic Chao,0,0.0,0.0,88.0,,722.0
5578,City of Life and Death,2009,7.7,85.0,10113,1,Drama,History,War,Ye Liu,Wei Fan,Hideo Nakaizumi,0,17.0,14.0,132.0,12000000.0,10687316.0
5579,Next Day Air,2009,5.8,46.0,10063,1,Action,Comedy,Crime,Yasiin Bey,Mike Epps,Donald Faison,0,0.0,0.0,104.13054509110479,3000000.0,10172519.0
5580,Merantau,2009,6.7,7.8,9902,1,Action,Drama,,Iko Uwais,Sisca Jessica,Christine Hakim,0,1.0,3.0,134.0,,154660.0
5581,Triage,2009,6.5,7.8,9834,1,Drama,Mystery,War,Colin Farrell,Jamie Sives,Paz Vega,0,0.0,1.0,99.0,,563760.0
5582,The Boys Are Back,2009,6.8,57.0,9790,3,Drama,,,Clive Owen,Emma Booth,Laura Fraser,0,0.0,6.0,104.0,,3252136.0
5583,According to Greta,2009,6.1,7.8,9505,3,Drama,Romance,,Hilary Duff,Evan Ross,Michael Murphy,0,0.0,0.0,92.0,,
5584,Cold Souls,2009,6.4,69.0,9412,3,Comedy,Drama,,Paul Giamatti,Emily Watson,Dina Korzun,0,4.0,9.0,101.0,,1134837.0
5585,I Can Do Bad All by Myself,2009,4.5,55.0,9407,3,Comedy,Drama,,Tyler Perry,Taraji P. Henson,Adam Rodriguez,0,1.0,5.0,104.13054509110479,13000000.0,51733921.0
5586,Balls Out: Gary the Tennis Coach,2009,5.5,7.8,9363,1,Comedy,Sport,,Seann William Scott,Randy Quaid,Brando Eaton,0,0.0,0.0,93.0,,10303.0
5587,My Son My Son What Have Ye Done,2009,6.3,59.0,9362,1,Drama,Thriller,,Michael Shannon,Willem Dafoe,Chloë Sevigny,0,0.0,3.0,91.0,2000000.0,76739.0
5588,The Hills Run Red,2009,5.4,7.8,9150,1,Horror,Mystery,Thriller,Sophie Monk,Tad Hilgenbrink,William Sadler,0,0.0,1.0,81.0,,
5589,The Good Guy,2009,5.8,47.0,9009,1,Comedy,Romance,,Alexis Bledel,Scott Porter,Bryan Greenberg,0,0.0,0.0,104.13054509110479,10000000.0,100688.0
5590,When You're Strange,2009,7.7,55.0,8963,1,Documentary,Music,,Johnny Depp,John Densmore,Robby Krieger,0,2.0,1.0,86.0,,1194182.0
5591,Night Train,2009,5.7,7.8,8808,1,Crime,Horror,Mystery,Danny Glover,Leelee Sobieski,Steve Zahn,0,0.0,0.0,104.13054509110479,,
5592,Big Fan,2009,6.7,70.0,8792,1,Comedy,Crime,Drama,Patton Oswalt,Kevin Corrigan,Michael Rapaport,0,1.0,5.0,104.13054509110479,,234540.0
5593,Infestation,2009,5.9,7.8,8719,1,Action,Adventure,Comedy,Chris Marquette,Brooke Nevin,Kinsey Packard,0,1.0,2.0,91.0,3500000.0,36756.0
5594,Mystery Team,2009,6.7,42.0,8687,1,Comedy,Crime,Mystery,Donald Glover,D.C. Pierson,Dominic Dierkes,0,0.0,0.0,97.0,,89442.0
5595,The Greatest,2009,6.6,45.0,8479,1,Drama,Romance,,Carey Mulligan,Aaron Taylor-Johnson,Pierce Brosnan,0,0.0,3.0,99.0,6000000.0,1344544.0
5596,My One and Only,2009,6.5,62.0,8360,3,Adventure,Biography,Comedy,Renée Zellweger,Logan Lerman,Mark Rendall,0,2.0,3.0,108.0,,3167681.0
5597,I Hope They Serve Beer in Hell,2009,5.3,26.0,8160,1,Comedy,,,Matt Czuchry,Geoff Stults,Jesse Bradford,0,0.0,0.0,105.0,,1429299.0
5598,Personal Effects,2009,6.2,7.8,8142,1,Drama,,,Michelle Pfeiffer,Ashton Kutcher,Kathy Bates,0,0.0,1.0,106.0,,471645.0
5599,I Hate Valentine's Day,2009,4.7,17.0,8094,3,Comedy,Romance,,Nia Vardalos,John Corbett,Judah Friedlander,0,0.0,1.0,104.13054509110479,3000000.0,4243957.0
5600,Bring It On: Fight to the Finish,2009,5.2,7.8,8059,3,Comedy,Sport,,Christina Milian,Vanessa Born,Gabrielle Dennis,0,0.0,0.0,102.0,,
5601,Paper Heart,2009,6.0,54.0,8022,3,Comedy,Drama,Romance,Charlyne Yi,Michael Cera,Jake Johnson,0,1.0,3.0,88.0,,1296971.0
5602,Arthur et la vengeance de Maltazard,2009,5.3,7.8,8004,2,Animation,Adventure,Family,Freddie Highmore,Selena Gomez,Mia Farrow,0,0.0,0.0,107.0,65000000.0,52377611.0
5603,After Last Season,2009,1.6,7.8,7876,3,Animation,Drama,Sci-Fi,Jason Kulas,Peggy McClellan,Scott Winters,0,0.0,0.0,104.13054509110479,5000000.0,
5604,Wake Wood,2009,5.5,7.8,7794,1,Drama,Horror,Thriller,Aidan Gillen,Eva Birthistle,Timothy Spall,0,1.0,4.0,90.0,,10342.0
5605,Serious Moonlight,2009,5.4,36.0,7720,1,Comedy,Crime,Romance,Meg Ryan,Timothy Hutton,Kristen Bell,0,0.0,1.0,81.0,,348327.0
5606,Grace,2009,5.1,52.0,7591,1,Drama,Horror,Thriller,Jordan Ladd,Samantha Ferris,Gabrielle Rose,0,2.0,5.0,84.0,5000000.0,8297.0
5607,Made in China,2009,4.0,44.0,7579,3,Action,Comedy,,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,0,1.0,3.0,104.13054509110479,,13439480.0
5608,Laid to Rest,2009,5.3,7.8,7540,1,Horror,Thriller,,Bobbi Sue Luther,Kevin Gage,Lena Headey,0,0.0,3.0,90.0,,
5609,American Virgin,2009,4.3,7.8,7534,1,Comedy,,,Jenna Dewan,Bo Burnham,Brianne Davis,0,0.0,0.0,88.0,4000000.0,
5610,Tenderness,2009,5.5,7.8,7501,1,Crime,Drama,Thriller,Russell Crowe,Jon Foster,Sophie Traub,0,0.0,0.0,101.0,,322189.0
5611,Nativity!,2009,6.4,7.8,7454,2,Comedy,Family,,Martin Freeman,Marc Wootton,Jason Watkins,0,0.0,0.0,104.13054509110479,,8494434.0
5612,The Vicious Kind,2009,7.0,65.0,7388,1,Comedy,Drama,,Adam Scott,Brittany Snow,Alex Frost,0,4.0,2.0,104.13054509110479,,
5613,The September Issue,2009,7.1,69.0,7301,3,Documentary,,,Anna Wintour,Thakoon Panichgul,André Leon Talley,0,2.0,5.0,90.0,,6442300.0
5614,Mao's Last Dancer,2009,7.3,55.0,7274,2,Biography,Drama,Music,Chi Cao,Bruce Greenwood,Kyle MacLachlan,0,7.0,20.0,117.0,,23914731.0
5615,The Haunted World of El Superbeasto,2009,5.9,7.8,7109,1,Animation,Action,Comedy,Joe Alaskey,Ken Foree,Sheri Moon Zombie,0,0.0,0.0,104.13054509110479,,
5616,Possession,2009,5.6,7.8,7066,3,Drama,Horror,Mystery,Sarah Michelle Gellar,Lee Pace,Michael Landes,0,0.0,0.0,104.13054509110479,,694193.0
5617,Book of Blood,2009,5.3,7.8,6975,1,Drama,Horror,Mystery,Jonas Armstrong,Sophie Ward,Clive Russell,0,0.0,0.0,100.0,6000000.0,567723.0
5618,Night of the Demons,2009,4.7,7.8,6945,1,Action,Comedy,Horror,Tatyana Kanavka,Michael Arata,Shannon Elizabeth,0,0.0,1.0,93.0,10000000.0,64040.0
5619,Trailer Park Boys: Countdown to Liquor Day,2009,7.4,7.8,6824,1,Comedy,Crime,,Robb Wells,John Paul Tremblay,Mike Smith,0,1.0,2.0,102.0,5000000.0,
5620,Kill Theory,2009,5.4,7.8,6736,1,Horror,Thriller,,Don McManus,Ryanne Duzich,Teddy Dunn,0,0.0,1.0,85.0,6000000.0,397941.0
5621,Dolan's Cadillac,2009,5.7,7.8,6730,1,Crime,Thriller,,Christian Slater,Emmanuelle Vaugier,Wes Bentley,0,0.0,0.0,89.0,10000000.0,
5622,Life During Wartime,2009,6.4,69.0,6727,1,Comedy,Drama,,Shirley Henderson,Allison Janney,Ally Sheedy,0,3.0,9.0,98.0,4500000.0,807162.0
5623,Damage,2009,5.7,7.8,6725,1,Action,Drama,,Steve Austin,Walton Goggins,Laura Vandervoort,0,0.0,0.0,104.13054509110479,4000000.0,
5624,Shorts,2009,4.7,53.0,6665,2,Comedy,Family,Fantasy,Jimmy Bennett,James Spader,Kat Dennings,0,1.0,1.0,89.0,40000000.0,28972508.0
5625,44 Inch Chest,2009,5.8,47.0,6477,1,Crime,Drama,,Ray Winstone,Ian McShane,John Hurt,0,2.0,2.0,95.0,,294245.0
5626,The Devil's Tomb,2009,3.7,7.8,6307,1,Action,Horror,Sci-Fi,Cuba Gooding Jr.,Ray Winstone,Ron Perlman,0,0.0,0.0,90.0,10000000.0,220925.0
5627,Perrier's Bounty,2009,6.4,47.0,6275,1,Action,Comedy,Crime,Gabriel Byrne,Cillian Murphy,Michael McElhatton,0,0.0,3.0,88.0,,167938.0
5628,Today's Special,2009,6.6,57.0,6208,1,Comedy,,,Kevin Corrigan,Aarti Mann,Dean Winters,0,0.0,0.0,99.0,,317831.0
5629,The Answer Man,2009,6.4,44.0,6197,1,Comedy,Romance,,Jeff Daniels,Lauren Graham,Lou Taylor Pucci,0,0.0,2.0,97.0,,26676.0
5630,Cairo Time,2009,6.6,67.0,6176,2,Drama,Romance,,Patricia Clarkson,Alexander Siddig,Elena Anaya,0,2.0,2.0,90.0,,2477315.0
5631,Coco Chanel & Igor Stravinsky,2009,6.4,56.0,6133,1,Drama,Music,Romance,Anna Mouglalis,Mads Mikkelsen,Elena Morozova,0,0.0,2.0,119.0,,6284789.0
5632,Give 'em Hell Malone,2009,5.9,7.8,5995,1,Action,Crime,Thriller,Thomas Jane,Ving Rhames,Elsa Pataky,0,0.0,0.0,96.0,15000000.0,
5633,Tormented,2009,5.1,7.8,5991,1,Comedy,Horror,,Alex Pettyfer,April Pearson,Dimitri Leonidas,0,0.0,1.0,87.0,700000.0,1362653.0
5634,Tales of the Black Freighter,2009,7.1,7.8,5945,1,Animation,Short,Action,Gerard Butler,Jared Harris,Lori Tritel,0,0.0,0.0,26.0,,
5635,The Winning Season,2009,6.6,53.0,5908,3,Comedy,Sport,,Sam Rockwell,Emma Roberts,Rob Corddry,0,0.0,0.0,119.0,,
5636,Still Waiting...,2009,4.9,7.8,5872,1,Comedy,,,Adam Carolla,John Michael Higgins,Rob Benedict,0,0.0,0.0,88.0,,
5637,Women in Trouble,2009,5.7,43.0,5809,1,Comedy,Drama,,Carla Gugino,Adrianne Palicki,Connie Britton,0,0.0,0.0,92.0,,18000.0
5638,Forget Me Not,2009,5.2,7.8,5696,1,Horror,Romance,Thriller,Carly Schroeder,Cody Linley,Brie Gabrielle,0,0.0,0.0,103.0,1300000.0,
5639,Logorama©,2009,7.5,7.8,5590,1,Animation,Short,Action,Bob Stephenson,Sherman Augustus,Aja Evans,1,8.0,5.0,16.0,,
5640,Walled In,2009,4.8,7.8,5577,1,Horror,Thriller,,Tim Allen,Mischa Barton,Darla Biccum,0,0.0,0.0,100.0,6000000.0,270888.0
5641,Scooby-Doo! The Mystery Begins,2009,5.4,7.8,5436,2,Animation,Adventure,Comedy,Kate Melton,Hayley Kiyoko,Robbie Amell,0,0.0,1.0,120.0,,
5642,The Marine 2,2009,5.0,7.8,5425,1,Action,Drama,Thriller,Ted DiBiase Jr.,Temuera Morrison,Lara Cox,0,0.0,0.0,104.13054509110479,,
5643,Humpday,2009,6.0,74.0,5410,1,Comedy,Drama,Romance,Mark Duplass,Joshua Leonard,Alycia Delmore,0,6.0,7.0,94.0,,473980.0
5644,Good Hair,2009,6.9,72.0,5388,3,Documentary,Comedy,,Chris Rock,Maya Angelou,Al Sharpton,0,5.0,9.0,96.0,,4163135.0
5645,Driven to Kill,2009,5.1,7.8,5358,1,Action,Crime,Thriller,Steven Seagal,Mike Dopud,Igor Jijikine,0,0.0,0.0,98.0,8000000.0,40103.0
5646,To Save a Life,2009,6.9,19.0,5350,3,Drama,,,Randy Wayne,Deja Kreutzberg,Joshua Weigel,0,0.0,2.0,104.13054509110479,500000.0,3824868.0
5647,Stolen,2009,6.1,34.0,5280,1,Crime,Drama,Mystery,Jon Hamm,Josh Lucas,Rhona Mitra,0,0.0,0.0,91.0,2000000.0,7943.0
5648,Feast III: The Happy Finish,2009,4.9,7.8,5162,1,Action,Comedy,Horror,Jenny Wade,Martin Klebba,Carl Anthony Payne II,0,0.0,0.0,80.0,2000000.0,
5649,Giallo,2009,4.4,7.8,5092,1,Crime,Drama,Horror,Adrien Brody,Emmanuelle Seigner,Elsa Pataky,0,0.0,1.0,92.0,14000000.0,50113.0
5650,Planète hurlante 2,2009,4.7,7.8,5075,1,Action,Horror,Sci-Fi,Gina Holden,Jana Pallaske,Lance Henriksen,0,0.0,0.0,95.0,6000000.0,
5651,Glorious 39,2009,6.4,7.8,5060,1,Drama,History,Thriller,Romola Garai,Eddie Redmayne,Juno Temple,0,0.0,0.0,129.0,3700000.0,182253.0
5652,Deadline,2009,4.6,7.8,5048,1,Drama,Horror,Thriller,Brittany Murphy,Thora Birch,Tammy Blanchard,0,0.0,0.0,85.0,1800000.0,
5653,Chain Letter,2009,4.1,7.8,5008,1,Horror,,,Nikki Reed,Keith David,Brad Dourif,0,0.0,0.0,88.0,3000000.0,855185.0
5654,Little New York,2009,5.9,7.8,4947,1,Comedy,Crime,Drama,Ethan Hawke,Vincent D'Onofrio,Seymour Cassel,0,0.0,2.0,96.0,,763728.0
5655,Against the Dark,2009,3.2,7.8,4900,1,Action,Adventure,Fantasy,Steven Seagal,Tanoai Reed,Jenna Harrison,0,0.0,0.0,94.0,6000000.0,83054.0
5656,Legally Blondes,2009,3.7,7.8,4803,2,Comedy,Family,,Milly Rosso,Becky Rosso,Christopher Cousins,0,0.0,1.0,86.0,,
5657,Tell Tale,2009,5.4,7.8,4765,1,Drama,Horror,Sci-Fi,Josh Lucas,Lena Headey,Brian Cox,0,0.0,1.0,93.0,12000000.0,367586.0
5658,Ace Ventura: Pet Detective Jr.,2009,2.1,7.8,4705,2,Adventure,Comedy,Crime,Josh Flitter,Emma Lockhart,Ann Cusack,0,0.0,0.0,93.0,7500000.0,117421.0
5659,The Lodger,2009,5.7,17.0,4615,1,Crime,Drama,Horror,Alfred Molina,Hope Davis,Shane West,0,0.0,1.0,96.0,,
5660,Hunger,2009,5.3,7.8,4613,1,Action,Crime,Horror,Lori Heuring,Linden Ashby,Joe Egender,0,0.0,0.0,101.0,625000.0,
5661,In Her Skin,2009,6.4,7.8,4580,1,Drama,Thriller,,Guy Pearce,Miranda Otto,Ruth Bradley,0,0.0,2.0,107.0,,
5662,Messengers 2: The Scarecrow,2009,4.7,7.8,4478,1,Horror,,,Norman Reedus,Heather Stephens,Claire Holt,0,0.0,0.0,94.0,,1521800.0
5663,Anacondas: Trail of Blood,2009,3.0,7.8,4467,1,Action,Adventure,Horror,Crystal Allen,Linden Ashby,Danny Midwinter,0,0.0,0.0,89.0,,
5664,From Time to Time,2009,6.7,7.8,4451,2,Adventure,Drama,Fantasy,Alex Etel,Timothy Spall,Maggie Smith,0,3.0,1.0,92.0,,159640.0
5665,Spring Breakdown,2009,4.8,7.8,4421,1,Comedy,Romance,,Amy Poehler,Parker Posey,Rachel Dratch,0,0.0,0.0,84.0,12000000.0,
5666,Dark Country,2009,5.3,7.8,4379,1,Crime,Mystery,Thriller,Thomas Jane,Lauren German,Ron Perlman,0,0.0,0.0,88.0,4000000.0,1146422.0
5667,The Cry of the Owl,2009,6.0,7.8,4319,1,Drama,Thriller,,Paddy Considine,Julia Stiles,Karl Pruner,0,0.0,0.0,100.0,11500000.0,32572.0
5668,Motherhood,2009,4.6,34.0,4305,3,Comedy,Drama,,Uma Thurman,Anthony Edwards,Minnie Driver,0,0.0,1.0,90.0,5000000.0,726936.0
5669,Suck,2009,6.1,7.8,4285,1,Comedy,Horror,Music,Rob Stefaniuk,Jessica Paré,Paul Anthony,0,0.0,3.0,91.0,,
5670,Behind Enemy Lines: Colombia,2009,4.8,7.8,4238,1,Action,Thriller,,Joe Manganiello,Ken Anderson,Channon Roe,0,0.0,0.0,104.13054509110479,,
5671,The Keeper,2009,5.1,7.8,4214,1,Action,Crime,Thriller,Steven Seagal,Liezl Carstens,Arron Shiver,0,0.0,0.0,94.0,6000000.0,
5672,The Good Heart,2009,6.9,40.0,4196,1,Comedy,Drama,,Paul Dano,Brian Cox,Bill Buell,0,6.0,9.0,99.0,3800000.0,346851.0
5673,Homecoming,2009,5.3,21.0,4111,1,Drama,Horror,Sport,Mischa Barton,Matt Long,Jessica Stroup,0,0.0,0.0,104.13054509110479,1500000.0,
5674,Hardwired,2009,4.7,7.8,4075,1,Action,Sci-Fi,,Cuba Gooding Jr.,Val Kilmer,Michael Ironside,0,0.0,0.0,104.13054509110479,5000000.0,
5675,Across the Hall,2009,6.0,7.8,4074,1,Horror,Mystery,Thriller,Mike Vogel,Danny Pino,Brittany Murphy,0,0.0,0.0,93.0,,
5676,Dare,2009,5.8,54.0,4024,1,Drama,Romance,,Emmy Rossum,Zach Gilford,Ashley Springer,0,2.0,1.0,100.0,,18000.0
5677,The Canyon,2009,5.9,7.8,4017,1,Thriller,,,Eion Bailey,Yvonne Strahovski,Will Patton,0,0.0,0.0,104.13054509110479,10000000.0,1785.0
5678,ZMD: Zombies of Mass Destruction,2009,5.0,7.8,3971,1,Comedy,Horror,Sci-Fi,Janette Armand,Doug Fahl,Cooper Hopkins,0,0.0,0.0,89.0,500000.0,
5679,Dead Man Running,2009,6.0,7.8,3945,1,Action,Crime,Drama,Clint Koroan,Fredi 'Kruga' Nwaka,50 Cent,0,0.0,0.0,92.0,5000000.0,735875.0
5680,Hit and Run,2009,4.3,7.8,3935,1,Crime,Horror,Thriller,Laura Breckenridge,Kevin Corrigan,Christopher Shand,0,0.0,0.0,104.13054509110479,3500000.0,
5681,Mutants,2009,5.6,7.8,3847,1,Drama,Horror,Sci-Fi,Hélène de Fougerolles,Francis Renaud,Dida Diafat,0,0.0,0.0,95.0,,74420.0
5682,Wrong Turn at Tahoe,2009,6.1,7.8,3831,1,Action,Crime,Drama,Cuba Gooding Jr.,Miguel Ferrer,Harvey Keitel,0,0.0,0.0,91.0,6000000.0,
5683,Streets of Blood,2009,4.4,7.8,3757,1,Action,Crime,Drama,Val Kilmer,50 Cent,Sharon Stone,0,0.0,0.0,104.13054509110479,,210074.0
5684,Tidal Wave,2009,5.6,7.8,3736,1,Action,Drama,,Ji-Won Ha,Myeong-hoon Park,Min-ki Lee,0,6.0,12.0,120.0,10000000.0,71283278.0
5685,Alien Trespass,2009,5.7,48.0,3691,2,Comedy,Horror,Sci-Fi,Eric McCormack,Jenni Baird,Robert Patrick,0,0.0,7.0,104.13054509110479,,104526.0
5686,The Jerk Theory,2009,5.5,7.8,3567,3,Comedy,Music,Romance,Josh Henderson,Jenna Dewan,Lauren Storm,0,0.0,0.0,93.0,,
5687,Wild Grass,2009,6.2,65.0,3539,2,Drama,Romance,,André Dussollier,Sabine Azéma,Anne Consigny,0,3.0,14.0,104.0,,4834890.0
5688,Boogie Woogie,2009,5.2,7.8,3520,1,Comedy,Drama,,Gillian Anderson,Alan Cumming,Heather Graham,0,0.0,3.0,94.0,6000000.0,48411.0
5689,The Line,2009,5.2,7.8,3506,1,Action,Crime,Drama,Ray Liotta,Andy Garcia,Esai Morales,0,0.0,0.0,95.0,7500000.0,24423.0
5690,Down Terrace,2009,6.5,68.0,3417,1,Crime,Drama,,Robin Hill,Robert Hill,Julia Deakin,0,3.0,4.0,93.0,30000.0,9812.0
5691,Amreeka,2009,7.0,73.0,3411,3,Drama,,,Nisreen Faour,Melkar Muallem,Hiam Abbass,0,9.0,18.0,96.0,,2176304.0
5692,The Open Road,2009,5.4,47.0,3338,3,Comedy,Drama,,Justin Timberlake,Ted Danson,Harry Dean Stanton,0,0.0,0.0,91.0,10000000.0,19716.0
5693,Beautiful Kate,2009,6.7,7.8,3316,1,Drama,Mystery,,Ben Mendelsohn,Sophie Lowe,Maeve Dermody,0,7.0,22.0,100.0,4300000.0,1065656.0
5694,The Shortcut,2009,5.1,7.8,3289,3,Horror,Mystery,Thriller,Katrina Bowden,Jeremy Bastian,Cavan Cunningham,0,0.0,0.0,100.0,5000000.0,
5695,Red Sands,2009,4.2,7.8,3287,1,Action,Horror,Thriller,Shane West,Leonard Roberts,Aldis Hodge,0,0.0,2.0,88.0,1500.0,
5696,Facing Ali,2009,8.0,7.8,3269,1,Documentary,Biography,Sport,George Chuvalo,Henry Cooper,George Foreman,0,0.0,6.0,100.0,1800000.0,15524.0
5697,Tanner Hall,2009,5.8,40.0,3266,1,Drama,Romance,,Rooney Mara,Georgia King,Brie Larson,0,0.0,2.0,96.0,3000000.0,5073.0
5698,Deep in the Valley,2009,4.4,7.8,3252,1,Comedy,,,Chris Pratt,Brendan Hines,Scott Caan,0,0.0,0.0,96.0,,
5699,The Perfect Game,2009,6.9,42.0,3232,2,Comedy,Drama,Family,Clifton Collins Jr.,Cheech Marin,Moises Arias,0,0.0,0.0,104.13054509110479,12500000.0,3878993.0
5700,Stay Cool,2009,5.0,7.8,3214,3,Comedy,Drama,Romance,Winona Ryder,Mark Polish,Sean Astin,0,0.0,1.0,94.0,4500000.0,
5701,Baby on Board,2009,4.2,7.8,3200,1,Comedy,Romance,,Heather Graham,Jerry O'Connell,John Corbett,0,0.0,0.0,104.13054509110479,8000000.0,
5702,Ultimate Heist,2009,5.4,7.8,3187,1,Action,Crime,Drama,Jean Reno,Gaspard Ulliel,Vahina Giocante,0,0.0,0.0,95.0,,2322421.0
5703,High Life,2009,6.1,7.8,3142,1,Comedy,Crime,,Timothy Olyphant,Stephen Eric McIntyre,Joe Anderson,0,2.0,6.0,80.0,,
5704,Command Performance,2009,5.6,7.8,3093,1,Action,Drama,Thriller,Dolph Lundgren,Melissa Molinaro,Hristo Shopov,0,0.0,0.0,93.0,6000000.0,
