Column1;movie;year;imdb_ratings;metascore;votes;category;mv_page;genres1;genres2;genres3;stars1;stars2;stars3;rank;nb_oscar;win;nom;runtime;budget;gross
542;Breaking In;2018;5.4;42;13011;PG-13;https://imdb.com/title/tt7137846/;Action;Crime;Drama;Gabrielle Union;Billy Burke;Richard Cabral;0;0;1;1;88;6000000;51411620
543;7 Days in Entebbe;2018;5.8;49;12899;PG-13;https://imdb.com/title/tt5466186/;Action;Drama;History;Batsheva Dance Company;Zina Zinchenko;Ben Schnetzer;0;0;0;0;107;;8771432
544;Gotti;2018;4.8;24;12793;R;https://imdb.com/title/tt1801552/;Biography;Crime;Drama;John Travolta;Spencer Rocco Lofranco;Kelly Preston;0;0;0;7;112;10000000;6412349
545;Never Look Away;2018;7.7;68;12706;R;https://imdb.com/title/tt5311542/;Biography;Drama;Romance;Tom Schilling;Sebastian Koch;Paula Beer;0;2;5;18;189;;6246266
546;Kin;2018;5.8;35;12635;PG-13;https://imdb.com/title/tt6017942/;Action;Adventure;Crime;Myles Truitt;Jack Reynor;Dennis Quaid;0;0;0;3;102;30000000;10313019
547;Batman: Gotham by Gaslight;2018;6.7;;12541;R;https://imdb.com/title/tt7167630/;Animation;Action;Adventure;Bruce Greenwood;Jennifer Carpenter;Chris Cox;0;0;0;1;78;;
548;The Vanishing;2018;5.8;64;12517;R;https://imdb.com/title/tt4131496/;Crime;Drama;Mystery;Peter Mullan;Gerard Butler;Emma King;0;0;0;5;107;;1202522
549;Hell Fest;2018;5.5;26;12483;R;https://imdb.com/title/tt1999890/;Horror;Thriller;;Cynthea Mercado;Stephen Conroy;Amy Forsyth;0;0;0;1;89;5500000;18159691
550;The Death of Superman;2018;7.3;;12191;PG-13;https://imdb.com/title/tt7167658/;Animation;Action;Family;Jerry O'Connell;Rebecca Romijn;Rainn Wilson;0;0;0;1;81;;4031
551;The Kindergarten Teacher;2018;6.7;75;11960;R;https://imdb.com/title/tt6952960/;Drama;;;Maggie Gyllenhaal;Gael García Bernal;Ato Blankson-Wood;0;0;1;12;96;;681765
552;Skin;2018;7.0;58;11791;R;https://imdb.com/title/tt6043142/;Biography;Crime;Drama;Jamie Bell;Danielle Macdonald;Daniel Henshall;0;0;1;2;118;;145426
553;Night Hunter;2018;5.9;31;11630;R;https://imdb.com/title/tt6533240/;Action;Crime;Drama;Henry Cavill;Ben Kingsley;Alexandra Daddario;0;0;0;0;98;;1548033
554;Uncle Drew;2018;5.7;57;11488;PG-13;https://imdb.com/title/tt7334528/;Comedy;Sport;;Kyrie Irving;Lil Rel Howery;Shaquille O'Neal;0;0;3;1;103;19000000;46664414
555;Wildling;2018;5.5;58;11214;R;https://imdb.com/title/tt5085924/;Drama;Fantasy;Horror;Bel Powley;Brad Dourif;Liv Tyler;0;0;0;0;92;;504718
556;Siberia;2018;4.3;34;11055;R;https://imdb.com/title/tt6494418/;Crime;Romance;Thriller;Keanu Reeves;Boris Gulyarin;Ashley St. George;0;0;0;3;104;;618770
557;Occupation;2018;5.1;45;11053;R;https://imdb.com/title/tt6774786/;Action;Drama;Sci-Fi;Dan Ewing;Temuera Morrison;Stephany Jacobsen;0;0;0;1;119;;21704
558;Lords of Chaos;2018;6.5;48;11033;R;https://imdb.com/title/tt4669296/;Biography;Drama;Horror;Rory Culkin;Emory Cohen;Jack Kilmer;0;0;2;3;118;;365353
559;Girl;2018;7.1;73;10978;R;https://imdb.com/title/tt8254556/;Drama;;;Victor Polster;Arieh Worthalter;Oliver Bodart;0;1;31;35;105;;4178992
560;Mirai;2018;7.0;81;10941;PG;https://imdb.com/title/tt6900448/;Animation;Adventure;Drama;Rebecca Hall;Daniel Dae Kim;John Cho;0;1;5;31;98;;27526961
561;King of Thieves;2018;5.5;47;10739;R;https://imdb.com/title/tt5789976/;Crime;Drama;;Michael Caine;Michael Gambon;Francesca Annis;0;0;0;2;108;;11353515
562;Down a Dark Hall;2018;5.1;56;10251;PG-13;https://imdb.com/title/tt2372251/;Drama;Fantasy;Horror;AnnaSophia Robb;Uma Thurman;Isabelle Fuhrman;0;0;0;1;96;;2707199
563;The Front Runner;2018;6.1;61;10192;R;https://imdb.com/title/tt7074886/;Biography;Drama;History;Hugh Jackman;Vera Farmiga;J.K. Simmons;0;0;1;4;113;;3242235
564;Suicide Squad: Hell to Pay;2018;7.0;;10080;R;https://imdb.com/title/tt7167602/;Animation;Action;Fantasy;Christian Slater;Vanessa Williams;Billy Brown;0;0;0;1;86;;
565;The Hummingbird Project;2018;6.2;58;10012;R;https://imdb.com/title/tt6866224/;Drama;Thriller;;Jesse Eisenberg;Alexander Skarsgård;Salma Hayek;0;0;2;5;111;;899037
566;RBG;2018;7.5;71;9963;PG;https://imdb.com/title/tt7689964/;Documentary;Biography;;Ruth Bader Ginsburg;Ann Kittner;Harryette Helsel;0;2;12;49;98;;14441292
567;Billionaire Boys Club;2018;5.6;30;9849;R;https://imdb.com/title/tt5179598/;Biography;Drama;Thriller;Ansel Elgort;Kevin Spacey;Taron Egerton;0;0;0;1;108;15000000;2713955
568;Sherlock Gnomes;2018;5.2;36;9602;PG;https://imdb.com/title/tt2296777/;Animation;Adventure;Comedy;Johnny Depp;James McAvoy;Emily Blunt;0;0;1;5;86;59000000;90497778
569;Acts of Violence;2018;5.3;28;9317;R;https://imdb.com/title/tt6684714/;Action;Crime;Drama;Bruce Willis;Cole Hauser;Shawn Ashmore;0;0;0;0;86;;386790
570;A-X-L;2018;5.3;29;9307;PG;https://imdb.com/title/tt5709188/;Action;Adventure;Family;Alex Neustaedter;Becky G;Alex MacNicoll;0;0;0;0;;10000000;8467697
571;Action Point;2018;5.1;36;9146;R;https://imdb.com/title/tt6495770/;Comedy;;;Johnny Knoxville;Eleanor Worthington-Cox;Chris Pontius;0;0;0;0;85;19000000;5103663
572;Stockholm;2018;6.1;54;9137;R;https://imdb.com/title/tt6474040/;Biography;Comedy;Crime;Ethan Hawke;Noomi Rapace;Mark Strong;0;0;5;7;92;;665527
573;Black '47;2018;6.8;65;9100;R;https://imdb.com/title/tt3208026/;Action;Drama;;Hugo Weaving;James Frecheville;Stephen Rea;0;0;0;2;100;;2073063
574;Slaughterhouse Rulez;2018;5.2;39;8964;R;https://imdb.com/title/tt6905696/;Action;Comedy;Fantasy;Margot Robbie;Michael Sheen;Asa Butterfield;0;0;0;0;104;;730762
575;Spinning Man;2018;5.6;44;8863;R;https://imdb.com/title/tt5616294/;Drama;Mystery;Thriller;Guy Pearce;Pierce Brosnan;Minnie Driver;0;0;0;0;100;8500000;283755
576;Final Score;2018;5.7;53;8830;R;https://imdb.com/title/tt5254610/;Action;Drama;Thriller;Dave Bautista;Pierce Brosnan;Ray Stevenson;0;0;0;1;104;20000000;1472770
577;Little Italy;2018;5.7;28;8808;R;https://imdb.com/title/tt6957966/;Comedy;Romance;;Emma Roberts;Hayden Christensen;Danny Aiello;0;0;0;0;102;8000000;1362536
578;Hearts Beat Loud;2018;6.9;65;8762;PG-13;https://imdb.com/title/tt7158430/;Comedy;Drama;Music;Nick Offerman;Kiersey Clemons;Blythe Danner;0;0;3;9;97;;2417165
579;UFO;2018;6.2;;8532;PG-13;https://imdb.com/title/tt6290798/;Drama;Mystery;Sci-Fi;Alex Sharp;Gillian Anderson;Ella Purnell;0;0;0;0;88;;
580;The Quake;2018;6.2;70;8524;PG-13;https://imdb.com/title/tt6523720/;Action;Drama;Thriller;Kristoffer Joner;Ane Dahl Torp;Edith Haagenrud-Sande;0;0;2;7;106;52100000;13837294
581;Wild Rose;2018;7.2;80;8409;R;https://imdb.com/title/tt5117428/;Comedy;Drama;Music;Jessie Buckley;Matt Costello;Jane Patterson;0;1;15;29;101;;7123449
582;Gloria Bell;2018;6.3;79;8340;R;https://imdb.com/title/tt6902696/;Comedy;Drama;Romance;Julianne Moore;John Turturro;Caren Pistorius;0;0;0;5;102;;11145006
583;Proud Mary;2018;4.9;35;8302;R;https://imdb.com/title/tt6421110/;Action;Crime;Drama;Taraji P. Henson;Billy Brown;Jahi Di'Allo Winston;0;0;1;4;89;14000000;21753365
584;Red Joan;2018;6.3;45;8187;R;https://imdb.com/title/tt7615302/;Biography;Drama;History;Judi Dench;Sophie Cookson;Stephen Campbell Moore;0;0;0;0;101;;10647493
585;The Domestics;2018;5.7;;8101;R;https://imdb.com/title/tt5591666/;Action;Horror;Sci-Fi;Kate Bosworth;Tyler Hoechlin;Sonoya Mizuno;0;0;0;0;95;10600000;59766
586;Mary Magdalene;2018;5.8;48;7893;R;https://imdb.com/title/tt5360996/;Biography;Drama;;Rooney Mara;Joaquin Phoenix;Chiwetel Ejiofor;0;0;2;5;120;;11710110
587;The Little Mermaid;2018;4.2;;7678;PG;https://imdb.com/title/tt5493944/;Adventure;Drama;Fantasy;William Moseley;Poppy Drayton;Loreto Peralta;0;0;0;0;85;;2610742
588;I Still See You;2018;5.8;31;7565;PG-13;https://imdb.com/title/tt2160105/;Fantasy;Horror;Sci-Fi;Bella Thorne;Richard Harmon;Dermot Mulroney;0;0;0;0;98;;1620637
589;Tyler Perry's Acrimony;2018;5.8;32;7449;R;https://imdb.com/title/tt6063050/;Drama;Romance;Thriller;Taraji P. Henson;Lyriq Bent;Crystle Stewart;0;0;1;1;120;20000000;46403669
590;Active Measures;2018;7.9;68;7317;PG-13;https://imdb.com/title/tt8135494/;Documentary;;;Donald Trump;Vladimir Putin;Jeremy Bash;0;0;0;0;109;;19862
591;The Little Stranger;2018;5.5;67;7160;R;https://imdb.com/title/tt6859762/;Drama;Horror;Mystery;Domhnall Gleeson;Will Poulter;Ruth Wilson;0;0;0;2;111;;1824902
592;A.I. Rising;2018;5.5;;7143;R;https://imdb.com/title/tt5215088/;Drama;Romance;Sci-Fi;Sebastian Cavazza;Stoya;Marusa Majer;0;0;8;7;85;;
593;Patient Zero;2018;4.5;;7070;R;https://imdb.com/title/tt3458254/;Action;Drama;Horror;Natalie Dormer;Stanley Tucci;Clive Standen;0;0;0;0;;;
594;Accident Man;2018;6.2;;7060;R;https://imdb.com/title/tt6237612/;Action;Crime;Thriller;Scott Adkins;Ray Stevenson;Ashley Greene;0;0;0;3;105;6000000;
595;I Think We're Alone Now;2018;5.7;51;7022;R;https://imdb.com/title/tt6169694/;Drama;Mystery;Sci-Fi;Peter Dinklage;Elle Fanning;Charlotte Gainsbourg;0;0;2;2;93;;3162
596;Zoe;2018;6.1;39;6977;R;https://imdb.com/title/tt6010628/;Romance;Sci-Fi;;Ewan McGregor;Léa Seydoux;Theo James;0;0;0;0;104;;401133
597;Teen Spirit;2018;6.1;57;6937;PG-13;https://imdb.com/title/tt6483364/;Drama;Music;;Elle Fanning;Agnieszka Grochowska;Archie Madekwe;0;0;0;3;93;;1573601
598;In Fabric;2018;6.3;81;6843;R;https://imdb.com/title/tt7464188/;Comedy;Horror;;Sidse Babett Knudsen;Marianne Jean-Baptiste;Julian Barratt;0;0;11;30;118;;191277
599;Paul, Apostle of Christ;2018;6.6;52;6838;PG-13;https://imdb.com/title/tt7388562/;Adventure;Biography;Drama;Jim Caviezel;James Faulkner;Olivier Martinez;0;0;3;3;108;5000000;25915966
600;The Catcher Was a Spy;2018;6.2;49;6792;R;https://imdb.com/title/tt4602066/;Biography;Drama;History;Paul Rudd;Pierfrancesco Favino;Tom Wilkinson;0;0;0;0;98;14000000;953953
601;Ophelia;2018;6.6;60;6489;PG-13;https://imdb.com/title/tt5690810/;Drama;History;Romance;Daisy Ridley;Mia Quiney;Calum O'Rourke;0;0;3;3;114;12000000;229405
602;211;2018;4.4;21;6486;R;https://imdb.com/title/tt4976192/;Action;Crime;Drama;Nicolas Cage;Sophie Skelton;Michael Rainey Jr.;0;0;0;0;86;;1052222
603;He's Out There;2018;5.2;;6238;R;https://imdb.com/title/tt4052050/;Horror;Thriller;;Yvonne Strahovski;Anna Pniowsky;Abigail Pniowsky;0;0;0;0;89;;544674
604;Death of a Nation;2018;4.6;1;6159;PG-13;https://imdb.com/title/tt8564902/;Documentary;History;;Dinesh D'Souza;Victoria Chilap;Pavel Kríz;0;0;2;2;108;6000000;5885881
605;Whitney;2018;7.3;75;6117;R;https://imdb.com/title/tt5740866/;Documentary;Biography;Music;Whitney Houston;Ellen White;Michael Houston;0;0;1;14;120;;4605123
606;102 Not Out;2018;7.4;;6107;PG;https://imdb.com/title/tt6580564/;Comedy;Drama;;Amitabh Bachchan;Rishi Kapoor;Vijay Raaz;249;0;0;0;102;;16758596
607;Time Freak;2018;5.8;;6081;PG-13;https://imdb.com/title/tt6769280/;Comedy;Drama;Romance;Asa Butterfield;Sophie Turner;Skyler Gisondo;0;0;0;1;104;;285416
608;Support the Girls;2018;6.4;85;5999;R;https://imdb.com/title/tt6859352/;Comedy;Drama;;Regina Hall;Haley Lu Richardson;Dylan Gelula;0;0;9;19;93;;139550
609;McQueen;2018;7.8;84;5968;R;https://imdb.com/title/tt6510332/;Documentary;Biography;;Bernard Arnault;Joseph Bennett;Detmar Blow;0;2;1;9;111;;2739246
610;Mara;2018;5.1;32;5924;R;https://imdb.com/title/tt1773753/;Crime;Horror;Thriller;Olga Kurylenko;Craig Conway;Javier Botet;0;0;0;0;98;5000000;661769
611;Delirium;2018;5.7;;5839;R;https://imdb.com/title/tt2069797/;Horror;Thriller;;Topher Grace;Genesis Rodriguez;Patricia Clarkson;0;0;0;0;;;
612;SuperFly;2018;5.1;52;5824;R;https://imdb.com/title/tt7690670/;Action;Crime;Thriller;Trevor Jackson;Jason Mitchell;Lex Scott Davis;0;0;0;0;116;16000000;20780685
613;A Vigilante;2018;5.7;68;5802;R;https://imdb.com/title/tt6211976/;Crime;Drama;Mystery;Olivia Wilde;Morgan Spector;Kyle Catlett;0;0;0;2;91;;83012
614;Nobody's Fool;2018;4.8;39;5775;R;https://imdb.com/title/tt8097306/;Comedy;Drama;Romance;Tiffany Haddish;Tika Sumpter;Omari Hardwick;0;0;0;1;110;19000000;33705333
615;Our House;2018;5.3;45;5734;PG-13;https://imdb.com/title/tt2018069/;Drama;Horror;Mystery;John Ralston;Thomas Mann;Percy Hynes White;0;0;0;3;90;;24039
616;Lizzie;2018;5.8;59;5714;R;https://imdb.com/title/tt5160938/;Biography;Crime;Drama;Chloë Sevigny;Kristen Stewart;Jeff Perry;0;0;0;1;105;;844786
617;The Other Side of the Wind;2018;6.8;78;5698;R;https://imdb.com/title/tt0069049/;Drama;;;John Huston;Oja Kodar;Peter Bogdanovich;0;0;6;9;122;;
618;The Extraordinary Journey of the Fakir;2018;6.9;56;5688;PG-13;https://imdb.com/title/tt5371168/;Adventure;Comedy;Drama;Dhanush;Bérénice Bejo;Erin Moriarty;0;0;0;1;92;;3267486
619;Elizabeth Harvest;2018;5.7;54;5504;R;https://imdb.com/title/tt6852872/;Horror;Sci-Fi;Thriller;Abbey Lee;Ciarán Hinds;Carla Gugino;0;0;0;2;105;;4973
620;Piercing;2018;5.6;63;5468;R;https://imdb.com/title/tt6516314/;Horror;Mystery;Thriller;Christopher Abbott;Mia Wasikowska;Laia Costa;0;0;3;8;81;;149211
621;Puzzle;2018;6.7;66;5453;R;https://imdb.com/title/tt6933454/;Drama;;;Kelly Macdonald;Irrfan Khan;David Denman;0;0;2;1;103;;2260946
622;Reprisal;2018;4.2;19;5379;R;https://imdb.com/title/tt6547170/;Action;Crime;Drama;Bruce Willis;Frank Grillo;Johnathon Schaech;0;0;0;0;89;;598625
623;Ruben Brandt, Collector;2018;7.5;75;5309;R;https://imdb.com/title/tt6241872/;Animation;Action;Crime;Iván Kamarás;Gabriella Hámori;Zalán Makranczi;0;0;2;6;96;;587993
624;My Hero Academia: Two Heroes;2018;7.6;;5279;PG-13;https://imdb.com/title/tt7745068/;Animation;Action;Adventure;Daiki Yamashita;Kenta Miyake;Mirai Shida;0;0;0;0;96;;21022724
625;The Wind;2018;5.5;66;5263;R;https://imdb.com/title/tt8426594/;Horror;Western;;Caitlin Gerard;Julia Goldani Telles;Ashley Zukerman;0;0;1;5;86;;130974
626;Deep Blue Sea 2;2018;3.3;;5258;R;https://imdb.com/title/tt7086706/;Action;Horror;Sci-Fi;Danielle Savre;Rob Mayes;Michael Beach;0;0;0;0;94;;
627;Welcome Home;2018;5.2;38;5202;R;https://imdb.com/title/tt6829180/;Thriller;;;Emily Ratajkowski;Aaron Paul;Riccardo Scamarcio;0;0;0;0;97;;331704
628;Future World;2018;3.2;10;5127;R;https://imdb.com/title/tt5737536/;Action;Adventure;Sci-Fi;James Franco;Suki Waterhouse;Jeff Wahlberg;0;0;0;0;90;;163313
629;Looking Glass;2018;4.6;33;5122;R;https://imdb.com/title/tt6083648/;Mystery;Thriller;;Nicolas Cage;Robin Tunney;Jacque Gray;0;0;0;0;103;;76788
630;The Festival;2018;5.9;57;4947;R;https://imdb.com/title/tt7460806/;Comedy;Music;Romance;Joe Thomas;Hannah Tointon;Hammed Animashaun;0;0;0;0;98;;4523842
631;Rust Creek;2018;5.8;59;4904;R;https://imdb.com/title/tt6610158/;Drama;Horror;Thriller;Hermione Corfield;Jay Paulson;Sean O'Bryan;0;0;0;9;108;;
632;What Keeps You Alive;2018;5.7;66;4875;R;https://imdb.com/title/tt7073710/;Horror;Thriller;;Hannah Emily Anderson;Brittany Allen;Martha MacIsaac;0;0;1;5;98;;20746
633;Ladies in Black;2018;6.7;65;4835;PG;https://imdb.com/title/tt6684884/;Comedy;Drama;Romance;Julia Ormond;Angourie Rice;Rachael Taylor;0;0;9;21;109;;9356495
634;London Fields;2018;4.3;16;4831;R;https://imdb.com/title/tt1273221/;Crime;Mystery;Thriller;Amber Heard;Jason Isaacs;Cara Delevingne;0;0;0;1;118;8000000;487420
635;Bloodline;2018;6.0;50;4820;R;https://imdb.com/title/tt8883524/;Crime;Horror;Thriller;Seann William Scott;Mariela Garriga;Dale Dickey;0;0;0;1;97;;36725
636;Aniara;2018;6.2;61;4753;R;https://imdb.com/title/tt7589524/;Drama;Sci-Fi;;Emelie Garbers;Bianca Cruzeiro;Arvin Kananian;0;0;11;7;106;;40124
637;Giant Little Ones;2018;7.2;67;4730;R;https://imdb.com/title/tt4481066/;Drama;;;Josh Wiggins;Darren Mann;Taylor Hickson;0;0;6;8;93;;181507
638;The Con is On;2018;4.2;;4670;R;https://imdb.com/title/tt4685806/;Comedy;;;Dot Cosgrove;Uma Thurman;Tim Roth;0;0;0;0;90;13000000;221359
639;City of Lies;2018;6.3;;4578;R;https://imdb.com/title/tt2677722/;Biography;Crime;Drama;Johnny Depp;Forest Whitaker;Toby Huss;0;0;0;0;;;1619671
641;The Death & Life of John F. Donovan;2018;6.1;28;4559;R;https://imdb.com/title/tt4042818/;Drama;;;Kit Harington;Natalie Portman;Jacob Tremblay;0;0;2;6;123;35000000;3326364
642;Distorted;2018;4.8;;4545;R;https://imdb.com/title/tt6143850/;Crime;Mystery;Thriller;Christina Ricci;Brendan Fletcher;Vicellous Shannon;0;0;0;0;86;;28951
643;The Bouncer;2018;5.9;;4394;R;https://imdb.com/title/tt7816392/;Action;Drama;Thriller;Jean-Claude Van Damme;Sami Bouajila;Sveva Alviti;0;0;0;0;94;6000000;530496
644;The White Crow;2018;6.5;61;4374;R;https://imdb.com/title/tt5460858/;Biography;Drama;;Oleg Ivenko;Ralph Fiennes;Louis Hofmann;0;0;1;2;127;;7622595
645;The Biggest Little Farm;2018;8.1;73;4330;PG;https://imdb.com/title/tt8969332/;Documentary;;;John Chester;Molly Chester;Matthew Pilachowski;0;0;15;27;91;;5247328
646;Between Worlds;2018;4.3;24;4241;R;https://imdb.com/title/tt7295450/;Drama;Fantasy;Thriller;Nicolas Cage;Franka Potente;Penelope Mitchell;0;0;0;0;90;;146339
647;The Miracle Season;2018;6.5;44;4237;PG;https://imdb.com/title/tt5427194/;Drama;Sport;;Helen Hunt;Erin Moriarty;William Hurt;0;0;0;1;101;;10230620
648;Tremors: A Cold Day in Hell;2018;5.0;;4233;PG-13;https://imdb.com/title/tt6086082/;Action;Adventure;Comedy;Jay Anstey;Alistair Moulton Black;Paul du Toit;0;0;0;0;98;;
649;Kickboxer: Retaliation;2018;5.0;54;4233;R;https://imdb.com/title/tt5208950/;Action;Drama;;Alain Moussi;Sara Malakul Lane;Maxime Savaria;0;0;0;0;110;13000000;101690
650;Soorma;2018;7.4;;4222;PG-13;https://imdb.com/title/tt7690638/;Biography;Drama;Sport;Diljit Dosanjh;Taapsee Pannu;Angad Bedi;0;0;0;1;131;200000000;6579645
651;Driven;2018;6.3;55;4188;R;https://imdb.com/title/tt5592796/;Biography;Drama;Thriller;Jason Sudeikis;Lee Pace;Judy Greer;0;0;0;0;113;;147172
652;Gosnell: The Trial of America's Biggest Serial Killer;2018;6.7;;4157;PG-13;https://imdb.com/title/tt3722234/;Crime;Drama;;Dean Cain;Nick Searcy;Janine Turner;0;0;0;0;93;;3679893
653;The Happy Prince;2018;6.2;64;4143;R;https://imdb.com/title/tt2404639/;Biography;Drama;;Rupert Everett;Colin Firth;Colin Morgan;0;0;4;13;105;;2621992
654;Her Smell;2018;6.2;69;4133;R;https://imdb.com/title/tt7942742/;Drama;Music;;Elisabeth Moss;Cara Delevingne;Dan Stevens;0;0;4;20;136;;260481
655;American Woman;2018;6.8;68;4088;R;https://imdb.com/title/tt4465572/;Drama;Mystery;;Sienna Miller;Sky Ferreira;Kentucker Audley;0;0;0;2;111;;245416
656;Black Water;2018;4.7;16;4063;R;https://imdb.com/title/tt5622412/;Action;Drama;Thriller;Jean-Claude Van Damme;Dolph Lundgren;Al Sapienza;0;0;0;1;104;5000000;7882387
657;Backstabbing for Beginners;2018;6.2;48;4054;R;https://imdb.com/title/tt5153288/;Drama;History;Romance;Theo James;Ben Kingsley;Belçim Bilgin;0;0;0;1;108;;367000
658;Samson;2018;4.4;17;4020;PG-13;https://imdb.com/title/tt6951892/;Action;Drama;;Taylor James;Billy Zane;Lindsay Wagner;0;0;0;0;110;;4873825
659;Show Dogs;2018;3.7;31;3976;PG;https://imdb.com/title/tt5691024/;Adventure;Comedy;Family;Will Arnett;Ludacris;Natasha Lyonne;0;0;0;1;92;5500000;39156854
660;Dog Days;2018;6.2;47;3766;PG;https://imdb.com/title/tt7365604/;Comedy;Drama;Romance;Nina Dobrev;Vanessa Hudgens;Adam Pally;0;0;0;0;113;10000000;6819044
661;Step Sisters;2018;5.4;;3766;PG-13;https://imdb.com/title/tt5267472/;Comedy;;;Megalyn Echikunwoke;Eden Sher;Lyndon Smith;0;0;0;0;108;10000000;
662;Mia and the White Lion;2018;6.5;52;3744;PG;https://imdb.com/title/tt4844148/;Adventure;Drama;Family;Daniah De Villiers;Mélanie Laurent;Langley Kirkwood;0;0;0;0;98;;35969998
663;Non-Fiction;2018;6.5;78;3743;R;https://imdb.com/title/tt7250056/;Comedy;Drama;Romance;Guillaume Canet;Juliette Binoche;Vincent Macaigne;0;0;1;7;108;;3648552
664;Fast Colour;2018;6.0;64;3728;PG-13;https://imdb.com/title/tt6418778/;Drama;Sci-Fi;Thriller;Gugu Mbatha-Raw;David Strathairn;Lorraine Toussaint;0;0;1;4;100;;76916
665;Bent;2018;5.2;;3725;R;https://imdb.com/title/tt2237324/;Crime;Thriller;;Karl Urban;Sofía Vergara;Andy Garcia;0;0;0;0;96;;82247
666;The Oath;2018;5.4;58;3712;R;https://imdb.com/title/tt7461200/;Comedy;Thriller;;Ike Barinholtz;Tiffany Haddish;Nora Dunn;0;0;0;0;93;;401463
667;Status Update;2018;5.7;;3694;PG-13;https://imdb.com/title/tt5692390/;Comedy;Fantasy;Romance;Ross Lynch;Olivia Holt;Harvey Guillén;0;0;0;0;106;;416178
668;We the Animals;2018;6.9;82;3540;R;https://imdb.com/title/tt7681824/;Drama;;;Evan Rosado;Raúl Castillo;Sheila Vand;0;0;9;22;94;;434743
669;Peterloo;2018;6.4;66;3489;PG-13;https://imdb.com/title/tt4614612/;Drama;History;;Rory Kinnear;Maxine Peake;Neil Bell;0;0;2;8;154;;1998945
670;Generation Wealth;2018;6.6;53;3463;R;https://imdb.com/title/tt5268348/;Documentary;;;Lauren Greenfield;Bret Easton Ellis;Paris Cronin;0;0;0;6;105;;287709
671;Skin;2018;7.1;;3426;R;https://imdb.com/title/tt7332306/;Short;Drama;;Jonathan Tucker;Danielle Macdonald;Ashley Thomas;0;1;18;69;21;;
672;An Evening with Beverly Luff Linn;2018;5.7;54;3356;R;https://imdb.com/title/tt6518270/;Comedy;Crime;;Aubrey Plaza;Jemaine Clement;Matt Berry;0;0;0;5;108;;27359
673;Constantine City of Demons: The Movie;2018;7.4;;3341;R;https://imdb.com/title/tt9177882/;Animation;Action;Fantasy;Matt Ryan;Laura Bailey;Robin Atkin Downes;0;0;0;0;90;;
674;Sunset;2018;6.4;65;3331;R;https://imdb.com/title/tt5855772/;Drama;Mystery;;Vlad Ivanov;Susanne Wuest;Evelin Dobos;0;0;6;10;142;8900000;1083299
675;The Wedding Guest;2018;5.7;57;3325;R;https://imdb.com/title/tt7645780/;Thriller;;;Dev Patel;Radhika Apte;Jane Vande Voorde;0;0;0;1;96;;386166
676;Air Strike;2018;3.2;;3324;R;https://imdb.com/title/tt4743226/;Action;Adventure;Drama;Ye Liu;Bruce Willis;Seung-heon Song;0;0;0;0;120;65000000;532377
677;Be With You;2018;7.6;;3268;PG-13;https://imdb.com/title/tt8092252/;Drama;Fantasy;Romance;Ji-seob So;Ye-jin Son;Yoo-ram Bae;0;0;2;1;132;;19711640
678;Damsel;2018;5.6;63;3221;R;https://imdb.com/title/tt5881528/;Adventure;Comedy;Crime;Robert Pattinson;Mia Wasikowska;David Zellner;0;0;0;3;113;;323235
